fid	dist	x	y	value_s
1	4.0	77745.14938793058	74674.59626314243	{1: 263.1600036621094}
1	5.0	77745.42013437714	74675.558913838	{1: 261.7099914550781}
1	6.0	77745.6908808237	74676.52156453357	{1: 260.9324951171875}
1	7.0	77745.96162727027	74677.48421522914	{1: 258.2225036621094}
1	8.0	77746.23237371682	74678.4468659247	{1: 258.5350036621094}
1	9.0	77746.50312016338	74679.40951662028	{1: 253.1125030517578}
1	10.0	77746.77386660995	74680.37216731584	{1: 249.74249267578125}
1	11.0	77747.04461305651	74681.33481801141	{1: 249.8050079345703}
1	12.0	77747.31535950307	74682.29746870697	{1: 249.82000732421875}
1	13.0	77747.58610594962	74683.26011940253	{1: 249.8249969482422}
1	14.0	77747.85685239619	74684.2227700981	{1: 249.81500244140625}
1	15.0	77748.12759884275	74685.18542079367	{1: 249.8125}
1	16.0	77748.39834528932	74686.14807148924	{1: 249.8175048828125}
1	17.0	77748.66909173588	74687.1107221848	{1: 249.8699951171875}
1	18.0	77748.93983818243	74688.07337288038	{1: 249.90249633789062}
1	19.0	77749.21058462899	74689.03602357594	{1: 249.70999145507812}
1	20.0	77749.48133107556	74689.9986742715	{1: 249.70999145507812}
1	21.0	77749.75207752212	74690.96132496707	{1: 248.9875030517578}
1	22.0	77750.02282396868	74691.92397566263	{1: 249.83499145507812}
1	23.0	77750.29357041523	74692.8866263582	{1: 249.0399932861328}
1	24.0	77750.5643168618	74693.84927705377	{1: 247.9600067138672}
1	25.0	77750.83506330836	74694.81192774934	{1: 246.70249938964844}
1	26.0	77751.10580975492	74695.7745784449	{1: 246.7725067138672}
1	27.0	77751.37655620149	74696.73722914048	{1: 244.91250610351562}
1	28.0	77751.64730264804	74697.69987983603	{1: 244.71249389648438}
1	29.0	77751.9180490946	74698.6625305316	{1: 245.7725067138672}
1	30.0	77752.18879554117	74699.62518122717	{1: 249.3824920654297}
1	31.0	77752.45954198773	74700.58783192273	{1: 248.91749572753906}
1	32.0	77752.7302884343	74701.5504826183	{1: 248.64500427246094}
1	33.0	77753.00103488084	74702.51313331387	{1: 248.58749389648438}
1	34.0	77753.2717813274	74703.47578400944	{1: 248.5574951171875}
1	35.0	77753.54252777397	74704.438434705	{1: 248.5449981689453}
1	36.0	77753.81327422053	74705.40108540056	{1: 248.50999450683594}
1	37.0	77754.0840206671	74706.36373609613	{1: 248.49249267578125}
1	38.0	77754.35476711366	74707.3263867917	{1: 248.44749450683594}
1	39.0	77754.62551356021	74708.28903748727	{1: 248.4324951171875}
1	40.0	77754.89626000678	74709.25168818283	{1: 248.4324951171875}
1	41.0	77755.16700645334	74710.2143388784	{1: 248.9324951171875}
1	42.0	77755.4377528999	74711.17698957397	{1: 249.10499572753906}
1	43.0	77755.70849934647	74712.13964026954	{1: 248.9324951171875}
1	44.0	77755.97924579302	74713.1022909651	{1: 248.33750915527344}
1	45.0	77756.24999223958	74714.06494166066	{1: 246.1175079345703}
